id,key,value/rev,doc/_id,doc/_rev,doc/year,doc/month,doc/day,doc/hour,doc/minute,doc/second,doc/imagebox,doc/alchemy/text,doc/alchemy/score,doc/visual/image,doc/visual/scores/0/classifier_id,doc/visual/scores/0/name,doc/visual/scores/0/score,doc/visual/scores/1/classifier_id,doc/visual/scores/1/name,doc/visual/scores/1/score,doc/visual/scores/2/classifier_id,doc/visual/scores/2/name,doc/visual/scores/2/score,doc/visual/scores/3/classifier_id,doc/visual/scores/3/name,doc/visual/scores/3/score,doc/visual/scores/4/classifier_id,doc/visual/scores/4/name,doc/visual/scores/4/score,doc/visual/scores/5/classifier_id,doc/visual/scores/5/name,doc/visual/scores/5/score,doc/visual/scores/6/classifier_id,doc/visual/scores/6/name,doc/visual/scores/6/score,doc/visual/scores/7/classifier_id,doc/visual/scores/7/name,doc/visual/scores/7/score,doc/visual/scores/8/classifier_id,doc/visual/scores/8/name,doc/visual/scores/8/score,doc/visual/scores/9/classifier_id,doc/visual/scores/9/name,doc/visual/scores/9/score,doc/visual/scores/10/classifier_id,doc/visual/scores/10/name,doc/visual/scores/10/score,doc/visual/scores/11/classifier_id,doc/visual/scores/11/name,doc/visual/scores/11/score,doc/visual/scores/12/classifier_id,doc/visual/scores/12/name,doc/visual/scores/12/score,doc/visual/scores/13/classifier_id,doc/visual/scores/13/name,doc/visual/scores/13/score,doc/visual/scores/14/classifier_id,doc/visual/scores/14/name,doc/visual/scores/14/score,doc/visual/scores/15/classifier_id,doc/visual/scores/15/name,doc/visual/scores/15/score,doc/visual/scores/16/classifier_id,doc/visual/scores/16/name,doc/visual/scores/16/score,doc/visual/scores/17/classifier_id,doc/visual/scores/17/name,doc/visual/scores/17/score,doc/visual/scores/18/classifier_id,doc/visual/scores/18/name,doc/visual/scores/18/score,doc/visual/scores/19/classifier_id,doc/visual/scores/19/name,doc/visual/scores/19/score,doc/visual/scores/20/classifier_id,doc/visual/scores/20/name,doc/visual/scores/20/score,doc/visual/scores/21/classifier_id,doc/visual/scores/21/name,doc/visual/scores/21/score,doc/visual/scores/22/classifier_id,doc/visual/scores/22/name,doc/visual/scores/22/score,doc/visual/scores/23/classifier_id,doc/visual/scores/23/name,doc/visual/scores/23/score,doc/visual/scores/24/classifier_id,doc/visual/scores/24/name,doc/visual/scores/24/score,doc/visual/scores/25/classifier_id,doc/visual/scores/25/name,doc/visual/scores/25/score
20160402205601-11-01,20160402205601-11-01,1-de2d082317930d9a6a05507f8e2386fe,20160402205601-11-01,1-de2d082317930d9a6a05507f8e2386fe,2016,4,2,20,56,1,1001-01-01,NO_TAGS,,20160402205601-11-01.jpg,Dish_Washer,Dish_Washer,0.951347,Yellow,Yellow,0.947845,Stove,Stove,0.944677,Microwave,Microwave,0.929589,Oven,Oven,0.901301,Engine_Room,Engine_Room,0.824687,Archery,Archery,0.819254,Kayaking,Kayaking,0.810433,Engine_or_Control_Room,Engine_or_Control_Room,0.784065,Wine_Cellar,Wine_Cellar,0.775379,Pubbing,Pubbing,0.736822,Living_Room,Living_Room,0.727192,Industrial_Space,Industrial_Space,0.725648,Rest_Room,Rest_Room,0.707203,Food_Court,Food_Court,0.68572,Mixed_Color,Mixed_Color,0.658518,Clubbing,Clubbing,0.633331,Restaurant,Restaurant,0.627141,Appliance,Appliance,0.506278,,,,,,,,,,,,,,,,,,,,,
20160402210211-12-00,20160402210211-12-00,1-3e89f4ad08cca0d9df6df0442e6482d5,20160402210211-12-00,1-3e89f4ad08cca0d9df6df0442e6482d5,2016,4,2,21,2,11,3801-01-01,NO_TAGS,,20160402210211-12-00.jpg,Dish_Washer,Dish_Washer,0.958719,Yellow,Yellow,0.943985,Stove,Stove,0.940585,Microwave,Microwave,0.937329,Piano,Piano,0.906271,Pubbing,Pubbing,0.835557,Archery,Archery,0.833544,Food_Court,Food_Court,0.77212,Wine_Cellar,Wine_Cellar,0.770174,Riot,Riot,0.738917,Beauty_Salon,Beauty_Salon,0.654883,Clubbing,Clubbing,0.648327,Mixed_Color,Mixed_Color,0.638278,Restaurant,Restaurant,0.618348,Living_Room,Living_Room,0.608946,Lobby,Lobby,0.602729,Eatery_Space,Eatery_Space,0.594958,Industrial_Space,Industrial_Space,0.581083,Appliance,Appliance,0.511227,,,,,,,,,,,,,,,,,,,,,
20160402210313-13-00,20160402210313-13-00,1-1fdce69c66d8f58b7b88c2f43eab5213,20160402210313-13-00,1-1fdce69c66d8f58b7b88c2f43eab5213,2016,4,2,21,3,13,5801-01-01,person,0.28905,20160402210313-13-00.jpg,Stove,Stove,0.946745,Yellow,Yellow,0.934981,Microwave,Microwave,0.924323,Toaster_Oven,Toaster_Oven,0.883847,Dish_Washer,Dish_Washer,0.880141,Food_Court,Food_Court,0.811257,Mixed_Color,Mixed_Color,0.805923,Engine_Room,Engine_Room,0.790514,Clothing_Store,Clothing_Store,0.722425,Delicatessen,Delicatessen,0.668285,Archery,Archery,0.659568,Pubbing,Pubbing,0.641815,Indoor_Volleyball,Indoor_Volleyball,0.580724,Medical_Space,Medical_Space,0.578245,Store,Store,0.556052,Riot,Riot,0.504797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20160402210809-14-00,20160402210809-14-00,1-98abae7ec407a89d675b6126ed3c6f81,20160402210809-14-00,1-98abae7ec407a89d675b6126ed3c6f81,2016,4,2,21,8,9,7601-01-01,NO_TAGS,,20160402210809-14-00.jpg,Dish_Washer,Dish_Washer,0.96468,Yellow,Yellow,0.953834,Microwave,Microwave,0.945386,Stove,Stove,0.944719,Oven,Oven,0.91824,Beauty_Salon,Beauty_Salon,0.823218,Pubbing,Pubbing,0.819723,Archery,Archery,0.744275,Living_Room,Living_Room,0.737327,Kayaking,Kayaking,0.71143,Control_Room,Control_Room,0.679203,Food_Court,Food_Court,0.622926,Restaurant,Restaurant,0.621243,Clubbing,Clubbing,0.615767,Lobby,Lobby,0.60767,Engine_or_Control_Room,Engine_or_Control_Room,0.586859,Eatery_Space,Eatery_Space,0.570503,Whiskey,Whiskey,0.556095,Mixed_Color,Mixed_Color,0.527858,Appliance,Appliance,0.501656,,,,,,,,,,,,,,,,,,
20160402210836-15-00,20160402210836-15-00,1-5fc644ed96ec183d47752bdeef7bf7a7,20160402210836-15-00,1-5fc644ed96ec183d47752bdeef7bf7a7,2016,4,2,21,8,36,5201-01-01,NO_TAGS,,20160402210836-15-00.jpg,Dish_Washer,Dish_Washer,0.961414,Yellow,Yellow,0.954638,Microwave,Microwave,0.952609,Stove,Stove,0.941874,Oven,Oven,0.927587,Pubbing,Pubbing,0.82399,Kayaking,Kayaking,0.806593,Beauty_Salon,Beauty_Salon,0.802712,Engine_or_Control_Room,Engine_or_Control_Room,0.752455,Archery,Archery,0.738094,Control_Room,Control_Room,0.711156,Living_Room,Living_Room,0.697604,Wine_Cellar,Wine_Cellar,0.671868,Restaurant,Restaurant,0.626557,Lobby,Lobby,0.611014,Clubbing,Clubbing,0.600881,Eatery_Space,Eatery_Space,0.5608,Appliance,Appliance,0.504574,,,,,,,,,,,,,,,,,,,,,,,,
20160402211003-16-00,20160402211003-16-00,1-53a7123c3735005533191212b3526a17,20160402211003-16-00,1-53a7123c3735005533191212b3526a17,2016,4,2,21,10,3,1401-01-01,NO_TAGS,,20160402211003-16-00.jpg,Yellow,Yellow,0.951818,Dish_Washer,Dish_Washer,0.946205,Stove,Stove,0.934449,Microwave,Microwave,0.933613,Oven,Oven,0.928513,Pubbing,Pubbing,0.838525,Beauty_Salon,Beauty_Salon,0.757191,Archery,Archery,0.743722,Indoor_Volleyball,Indoor_Volleyball,0.737211,Lobby,Lobby,0.69367,Rest_Room,Rest_Room,0.657285,Clubbing,Clubbing,0.64226,Restaurant,Restaurant,0.622954,Hotel_Building,Hotel_Building,0.616124,Living_Room,Living_Room,0.608919,Eatery_Space,Eatery_Space,0.592133,Mixed_Color,Mixed_Color,0.56653,Engine_or_Control_Room,Engine_or_Control_Room,0.526643,,,,,,,,,,,,,,,,,,,,,,,,
20160402211057-17-01,20160402211057-17-01,1-1934ecf18ae32d87044466fe0ace4e77,20160402211057-17-01,1-1934ecf18ae32d87044466fe0ace4e77,2016,4,2,21,10,57,4801-01-01,NO_TAGS,,20160402211057-17-01.jpg,Dish_Washer,Dish_Washer,0.963497,Yellow,Yellow,0.950423,Microwave,Microwave,0.948871,Stove,Stove,0.928556,Coffee_Maker,Coffee_Maker,0.926292,Pubbing,Pubbing,0.855523,Beauty_Salon,Beauty_Salon,0.76996,Kayaking,Kayaking,0.744929,Wine_Cellar,Wine_Cellar,0.721927,Food_Court,Food_Court,0.692374,Clubbing,Clubbing,0.681305,Engine_or_Control_Room,Engine_or_Control_Room,0.67855,Living_Room,Living_Room,0.657005,Engine_Room,Engine_Room,0.621624,Restaurant,Restaurant,0.62096,Industrial_Space,Industrial_Space,0.596396,Indoor_Volleyball,Indoor_Volleyball,0.588896,Appliance,Appliance,0.511413,,,,,,,,,,,,,,,,,,,,,,,,
20160402211313-18-00,20160402211313-18-00,1-43c6a3975963edc8a1051d2f010d7942,20160402211313-18-00,1-43c6a3975963edc8a1051d2f010d7942,2016,4,2,21,13,13,5201-01-01,person,0.450166,20160402211313-18-00.jpg,Stove,Stove,0.94439,Microwave,Microwave,0.939518,Dish_Washer,Dish_Washer,0.920882,Toaster_Oven,Toaster_Oven,0.910135,Yellow,Yellow,0.891037,Control_Room,Control_Room,0.87603,Pubbing,Pubbing,0.829714,Mixed_Color,Mixed_Color,0.791793,Riot,Riot,0.735546,Engine_Room,Engine_Room,0.726454,Engine_or_Control_Room,Engine_or_Control_Room,0.713084,Beauty_Salon,Beauty_Salon,0.691194,Barber_Shop,Barber_Shop,0.637709,Eatery_Space,Eatery_Space,0.57311,Restaurant,Restaurant,0.56661,Store,Store,0.552367,Clubbing,Clubbing,0.548159,Appliance,Appliance,0.501155,,,,,,,,,,,,,,,,,,,,,,,,
20160402211831-19-00,20160402211831-19-00,1-ef16102c32eaddd6712d941a643207d1,20160402211831-19-00,1-ef16102c32eaddd6712d941a643207d1,2016,4,2,21,18,31,3401-01-01,person,0.377541,20160402211831-19-00.jpg,Stove,Stove,0.956595,Microwave,Microwave,0.949786,Yellow,Yellow,0.945755,Dish_Washer,Dish_Washer,0.940002,Oven,Oven,0.887494,Mixed_Color,Mixed_Color,0.821458,Pubbing,Pubbing,0.701404,Delicatessen,Delicatessen,0.691116,Engine_Room,Engine_Room,0.671401,Beauty_Salon,Beauty_Salon,0.581815,Brandy,Brandy,0.541966,Store,Store,0.53613,Engine_or_Control_Room,Engine_or_Control_Room,0.511893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20160402211908-20-01,20160402211908-20-01,1-8bf30d883a9640f542d4b579ca05f3d2,20160402211908-20-01,1-8bf30d883a9640f542d4b579ca05f3d2,2016,4,2,21,19,8,5801-01-01,person,0.331812,20160402211908-20-01.jpg,Stove,Stove,0.949464,Yellow,Yellow,0.946643,Microwave,Microwave,0.937821,Dish_Washer,Dish_Washer,0.923301,Coffee_Maker,Coffee_Maker,0.875544,Courtroom,Courtroom,0.788531,Mixed_Color,Mixed_Color,0.780094,Engine_Room,Engine_Room,0.770248,Pubbing,Pubbing,0.675543,Engine_or_Control_Room,Engine_or_Control_Room,0.655237,Shopping,Shopping,0.630993,Beauty_Salon,Beauty_Salon,0.596558,Food_Court,Food_Court,0.584056,Industrial_Space,Industrial_Space,0.555691,Whiskey,Whiskey,0.515822,Riot,Riot,0.502574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20160402212129-21-01,20160402212129-21-01,1-bea02f3511580a80ff5e1c4a5e69d71d,20160402212129-21-01,1-bea02f3511580a80ff5e1c4a5e69d71d,2016,4,2,21,21,29,4901-01-01,NO_TAGS,,20160402212129-21-01.jpg,Stove,Stove,0.947778,Microwave,Microwave,0.947492,Dish_Washer,Dish_Washer,0.91792,Yellow,Yellow,0.912569,Oven,Oven,0.874861,Clothing_Store,Clothing_Store,0.821513,Beauty_Salon,Beauty_Salon,0.807355,Living_Room,Living_Room,0.780266,Archery,Archery,0.76906,Auto_Factory,Auto_Factory,0.76694,Mixed_Color,Mixed_Color,0.759146,Engine_Room,Engine_Room,0.736192,Sedan,Sedan,0.632728,Engine_or_Control_Room,Engine_or_Control_Room,0.603768,Medical_Space,Medical_Space,0.596331,Restaurant,Restaurant,0.584387,Climbing,Climbing,0.518932,Pubbing,Pubbing,0.513577,,,,,,,,,,,,,,,,,,,,,,,,
20160402212358-22-00,20160402212358-22-00,1-8b00f1bedf5f125ab7a33143da4227e1,20160402212358-22-00,1-8b00f1bedf5f125ab7a33143da4227e1,2016,4,2,21,23,58,4401-01-01,sky,0.964429,20160402212358-22-00.jpg,Night_Sky,Night_Sky,0.9708,Black,Black,0.953662,Concert,Concert,0.907823,Gazebo,Gazebo,0.774038,Hands,Hands,0.770703,Street,Street,0.76977,Hedge,Hedge,0.756399,Wheat_Field,Wheat_Field,0.75001,Jewel,Jewel,0.727988,Earrings,Earrings,0.680985,Guitar,Guitar,0.678235,Suspension_Bridge,Suspension_Bridge,0.673422,Snooker,Snooker,0.508088,Gray,Gray,0.505063,Sky_Scene,Sky_Scene,0.503957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20160402215524-23-00,20160402215524-23-00,1-28eb49a81402df301aa907c9b572f52c,20160402215524-23-00,1-28eb49a81402df301aa907c9b572f52c,2016,4,2,21,55,24,4801-01-01,sky,0.973403,20160402215524-23-00.jpg,Night_Sky,Night_Sky,0.970576,Black,Black,0.952849,Guitar,Guitar,0.902666,Concert,Concert,0.8929,Hands,Hands,0.823466,Night_Club,Night_Club,0.732886,Wheat_Field,Wheat_Field,0.727176,Jewel,Jewel,0.725353,Street,Street,0.695113,Hedge,Hedge,0.692546,Suspension_Bridge,Suspension_Bridge,0.679536,Earrings,Earrings,0.673111,Road_Scene,Road_Scene,0.610592,Sky_Scene,Sky_Scene,0.507702,Gray,Gray,0.502478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20160402220523-24-01,20160402220523-24-01,1-8dc67403233df339aea28f58f8167b76,20160402220523-24-01,1-8dc67403233df339aea28f58f8167b76,2016,4,2,22,5,23,6201-01-01,NO_TAGS,,20160402220523-24-01.jpg,Piano,Piano,0.976664,Dish_Washer,Dish_Washer,0.933883,Stove,Stove,0.914011,Musical_Instrument,Musical_Instrument,0.913106,Yellow,Yellow,0.889087,Pubbing,Pubbing,0.828949,Dining_Hall,Dining_Hall,0.707104,Food_Court,Food_Court,0.68845,Eatery_Space,Eatery_Space,0.605682,Hotel_Building,Hotel_Building,0.600187,Restaurant,Restaurant,0.595969,Dining_Room,Dining_Room,0.577788,Shopping,Shopping,0.560272,Mixed_Color,Mixed_Color,0.55836,Engine_or_Control_Room,Engine_or_Control_Room,0.554804,White_Wine,White_Wine,0.552627,Whiskey,Whiskey,0.514268,,,,,,,,,,,,,,,,,,,,,,,,,,,
20160402220624-25-01,20160402220624-25-01,1-2aaab4a09c71d1e41cab6a148ad51aff,20160402220624-25-01,1-2aaab4a09c71d1e41cab6a148ad51aff,2016,4,2,22,6,24,4801-01-01,NO_TAGS,,20160402220624-25-01.jpg,Yellow,Yellow,0.947049,Stove,Stove,0.946188,Microwave,Microwave,0.945049,Oven,Oven,0.92084,Dish_Washer,Dish_Washer,0.914409,Pubbing,Pubbing,0.882835,Engine_or_Control_Room,Engine_or_Control_Room,0.816169,Wine_Cellar,Wine_Cellar,0.754104,Living_Room,Living_Room,0.737963,Beauty_Salon,Beauty_Salon,0.687565,Kayaking,Kayaking,0.686266,Auto_Track_Racing,Auto_Track_Racing,0.663457,Control_Room,Control_Room,0.66186,Engine_Room,Engine_Room,0.645952,Restaurant,Restaurant,0.617837,Archery,Archery,0.59476,Eatery_Space,Eatery_Space,0.591106,Mixed_Color,Mixed_Color,0.536474,,,,,,,,,,,,,,,,,,,,,,,,
20160402220800-26-01,20160402220800-26-01,1-1f798ec94abee0baf571508d3b6bd88b,20160402220800-26-01,1-1f798ec94abee0baf571508d3b6bd88b,2016,4,2,22,8,0,4401-01-01,NO_TAGS,,20160402220800-26-01.jpg,Microwave,Microwave,0.958836,Stove,Stove,0.957281,Yellow,Yellow,0.952028,Dish_Washer,Dish_Washer,0.93631,Oven,Oven,0.921199,Pubbing,Pubbing,0.873223,Wine_Cellar,Wine_Cellar,0.810148,Archery,Archery,0.744246,Control_Room,Control_Room,0.668442,Food_Court,Food_Court,0.666848,Engine_or_Control_Room,Engine_or_Control_Room,0.663876,Kayaking,Kayaking,0.640305,Hotel_Building,Hotel_Building,0.613866,Restaurant,Restaurant,0.601129,Auto_Track_Racing,Auto_Track_Racing,0.551164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
